dia_li,gdcd,hoa_hoc,lich_su,ngoai_ngu,sbd,sinh_hoc,toan,van,vat_li
7,9.50,,8.25,N4:9.20,33004753,,9,7.50,
,,9.25,,N1:8.80,33004754,4.75,10,6.25,9
8.25,9.50,,9.50,N6:6.80,33004755,,7.20,7,
,,7.75,,N1:5.80,33004756,5.50,7.80,6.50,5.25
,,4.25,,N1:6.60,33004757,4.75,6,6.25,5.75
,,7.25,,N1:6.60,33004758,6.75,9,5.50,7.50
,,8.25,,N1:7.80,33004759,5,9.60,5,8.50
6.75,7,,5.25,N1:6.20,33004760,,8.20,8.25,
,,7.50,,N1:3.80,33004761,5.75,9,6.50,8
7.25,8,,4.75,N6:6.20,33004762,,7.40,7.75,
,,5.50,,N6:7.80,33004763,4.50,9.40,8.25,7
,,8.25,,N1:5.20,33004764,4.50,8.80,5.75,8.25
5.50,7.75,,4,N1:7.60,33004765,,7.60,6.50,
,,3.75,,N1:7.20,33004766,4.25,9.20,5.75,8.50
6.75,8.25,,3.25,N1:5,33004767,,7.80,8,
,,8.75,,N1:6.40,33004768,5.50,9.40,6,8.25
,,6,,N1:8.20,33004769,5.25,9.20,7.25,7.75
,,4.75,,N1:5,33004770,5,7.60,7,5.75
,,8.50,,N1:7,33004771,8,8,5.25,3
5.50,7.50,,4,N1:5.40,33004772,,8,7.75,
,,4.75,,N1:6,33004773,4.50,8.20,6.75,6.75
,,8.25,,N1:5.40,33004774,3.50,8.80,6.75,7.50
,,8.75,,N1:5.80,33004775,5.75,9.40,6.25,6.50
,,4,,N1:7.20,33004776,3.75,9,5,7.25
,,9,,N1:6.20,33004777,5.25,9,5,9
,,7.50,,N1:4,33004778,6.50,9.40,7.25,8
,,8,,N1:7.20,33004779,5.25,8.60,6.50,8.25
,,9,,N1:2.80,33004780,4.75,9,7,8.25
,,8.75,,N1:5.60,33004781,5.25,8.60,5.25,8.50
,,8.75,,N1:7.20,33004782,6.25,8,6.75,7.25
,,7,,N1:7.80,33004783,5.50,9.80,6.25,8.50
6.25,8.25,,6.75,N1:5.80,33004784,,8.40,8.25,
6.50,7.25,,3.75,N1:7.40,33004785,,8.40,8,
,,8.25,,N1:6.60,33004786,2.75,8.80,5.75,9
,,8.75,,N6:5.40,33004787,5.25,7,6.25,7.50
,,9.25,,N1:7.20,33004788,4.50,8.20,6.75,4.50
,,8,,N1:9,33004789,4,8,6.50,3.50
,,9.25,,N1:5.40,33004790,5.50,9,5.50,8.50
,,7.50,,N1:7.40,33004791,5.25,8,6.50,7.25
,,9,,N1:6.60,33004792,8.25,9.40,7,7.75
6.25,8.50,,3.75,N1:6.80,33004793,,8.40,7.25,
8.25,8,,5.50,N6:7,33004794,,8.60,8.50,
,,9.50,,N1:7,33004795,9.50,9,7.75,6.50
,,5.25,,N1:7,33004796,4.50,8.60,5.92,8
,,8,,N1:5.20,33004797,4.50,7.80,8,5.25
8.50,9.25,,6.75,N1:6.60,33004798,,8.80,7.75,
,,7.50,,N1:4,33004799,7.50,8.40,6,5.25
6.50,7.50,,4.25,N6:8.80,33004800,,8.60,7.75,
6.75,7.75,,5.50,N1:5.60,33004801,,7.40,8,
,,4.75,,N1:5.80,33004802,5.50,6.20,7,6.50
,,9.25,,N1:5,33004803,4.50,9.60,6.75,8.25
,,9,,N1:4.60,33004804,5.50,9,6.25,9.25
,,9.25,,N1:5.80,33004805,5.75,9.40,7,9.25
,,9.25,,N1:7.20,33004806,6.50,9.40,6.75,8.50
,,3.75,,N1:8.40,33004807,3.50,8.20,7.75,7.50
,,8.50,,N1:5.60,33004808,5.50,8.80,7.25,8.25
,,9.25,,N1:5.80,33004809,5.25,9.20,6.75,8.50
,,8.25,,N1:7,33004810,4,8.80,6.25,8.75
,,7.25,,N1:8.40,33004811,4.25,8.60,6.25,8.25
6.50,8,,4.50,N1:7.60,33004812,,8.60,9.25,
8,8.75,,8.25,N6:9.20,33004813,,8.60,8.50,
5.25,8,,2.50,N6:7,33004814,,8,8,
,,8.50,,N1:4.60,33004815,8,8.20,7.75,4.75
8.25,9,,9,N1:6,33004816,,8,9,
8,8.75,,7.75,N1:6.60,33004817,,7.60,8.75,
,,8,,N1:5.20,33004818,5,9,7.50,7.75
,,9.25,,N1:5.80,33004819,6.25,9.20,6.50,8
,,8.75,,N6:5.20,33004820,6.75,8.80,4.75,6.75
7,9,,8.50,N1:7,33004821,,7,8.25,
,,8.50,,N1:5.20,33004822,7,8.60,6,8
,,4.75,,N1:6.80,33004823,5.25,9.20,8.75,7.50
5.75,8.50,,4.75,N1:7,33004824,,8.40,7,
,,3.50,,N1:5.80,33004825,3.25,7.80,6,7
,,6.75,,N1:7,33004826,4.50,8.60,6,7.50
,,4.75,,N1:7.40,33004827,4.75,8.20,7,3.25
6.75,5.50,,2.25,N1:6.20,33004828,,7.20,7,
,,8.75,,N1:6.80,33004829,6.50,8.40,5.25,7.25
,,8,,N1:4.80,33004830,4.25,8.20,6.50,8
,,9.50,,N1:5.60,33004831,7.75,8.40,5.75,9
7,7.75,,2.75,N1:4,33004832,,7.40,7.25,
,,4.25,,N1:7.40,33004833,3.75,7,6.75,5.50
6.50,8.50,,5,N1:6.20,33004834,,9,7.75,
,,9.25,,N1:4.60,33004835,5.25,9.60,7,8.50
8,9.25,,6,N6:9.60,33004836,,8.80,8.25,
,,8.75,,N1:6.80,33004837,5.75,8.40,4.50,7.25
7.25,9.75,,7,N6:8.80,33004838,,8.60,8,
,,7.50,,N1:8.40,33004839,6.25,9,7.50,7.50
6.75,8.50,,5.50,N3:5.60,33004840,,5.60,7.75,
,,4.75,,N1:6.40,33004841,4.25,8.40,6.25,6.75
,,7.50,,N1:7.20,33004842,4.25,8,7.25,8
5.25,5.50,,4.25,N1:6.60,33004843,,8.40,8,
,,8,,N1:5,33004844,6.50,9,7,5.25
6.75,7.25,,4,N1:4.60,33004845,,7.60,6.25,
,,7.25,,N1:5.80,33004846,5,9,5.50,8.25
,,5.50,,N6:9,33004847,5.25,8.80,6,8.50
,,7,,N1:6.80,33004848,5,8.60,6,7.75
,,5.25,,N1:8.40,33004849,4,8.60,7,8.25
,,7.75,,N1:4,33004850,6.75,8.40,7,5.50
8.25,8.25,,5.50,N1:7.20,33004851,,8.40,6.50,
,,7.25,,N1:7,33004852,4,8.40,6,6
,,5.50,,N1:6.40,33004853,3.25,9,6.50,7.75
7.25,7.25,,6.25,N1:4.60,33004854,,5.80,7.25,
,,8.50,,N1:5.40,33004855,4,8.20,6,5.25
8.75,8,,4.75,N1:8.20,33004856,,5,8.25,
,,5.75,,N1:4.80,33004857,5,9.40,4.50,5.50
7,7.75,,7,N1:5.80,33004858,,6.20,8,
,,4.75,,N1:5.80,33004859,6.25,9.20,8.25,9
8.50,8.75,,5.50,N1:7.60,33004860,,7.20,8.50,
7.25,9.25,,4,N1:7.60,33004861,,7.40,8.25,
,,5.25,,N1:7.40,33004862,6,8.20,7.25,7.75
,,5.25,,N1:5.40,33004863,3.25,5.60,6.50,5.25
,,8.75,,N1:4,33004864,5,9.20,6.25,8.75
,,8.75,,N1:6.20,33004865,5,9,6,8.75
5.75,8.25,,2.25,N1:6.20,33004866,,8.20,7.50,
,,10,,N1:4,33004867,9,8.40,5.50,4.25
,,6.75,,N1:6.60,33004868,5,8.20,6,8.50
,,6.75,,N1:7,33004869,4,8.60,5,8
,,8.25,,N1:6,33004870,5.75,8.40,7.50,7.50
,,4.50,,N6:5.80,33004871,4,7.80,6.75,4.75
,,4.25,,N1:7.60,33004872,6,9.40,5.75,7
6.75,8.50,,5.25,N1:8.40,33004873,,8.60,8.50,
,,7.50,,N1:5,33004874,7,8.20,8.50,7.50
6.75,8.50,,6.50,N3:6.20,33004875,,7.40,9,
,,7.25,,N1:8.40,33004876,5.50,8,6.25,7.50
8,9.25,,7,N1:7.80,33004877,,8.20,8.50,
,,5,,N1:6,33004878,5,7.80,7.50,6.50
,,8.75,,N1:5,33004879,3.25,8.40,7.25,7.25
8.75,9,,6.25,N1:8.60,33004880,,8.20,9,
,,7.50,,N1:7,33004881,4.50,8.20,6.25,7.25
5.75,8,,4.75,N1:5.20,33004882,,8.80,7.75,
,,7.50,,N1:3.80,33004883,7.50,8.40,6.75,5.25
,,9,,N1:4.60,33004884,5.25,9.40,7.75,8.50
,,8.25,,N1:7.40,33004885,5.75,9.20,6.75,8.50
,,7.25,,N6:7.60,33004886,5,9.20,7.75,8
,,7.50,,N1:8,33004887,5,8.80,7.50,5.25
8.25,8,,6.75,N1:4,33004888,,5.60,7,
7.25,8.25,,4.25,N1:6.40,33004889,,8,8.75,
,,9,,N1:6,33004890,6,9,8.25,8.75
,,8.50,,N1:6.20,33004891,6,8.80,6.75,9
,,8.50,,N1:5.60,33004892,6.25,9.20,7.75,8
,,7.25,,N1:8,33004893,6,9.20,7.75,8
6,8.50,,3.50,N1:6.80,33004894,,8.20,8.25,
,,8.75,,,33004895,7.50,9.20,7.75,8.25
,,4.25,,N1:6,33004896,5,8.40,6.25,7.50
7,9,,5,N1:7.40,33004897,,7.60,8.25,
6.50,8.50,,8.25,N1:7.20,33004898,,7.80,8,
8.25,7.50,,4.50,N1:4.40,33004899,,7.40,8.50,
7.25,7.25,,5,N1:8.60,33004900,,8.40,8.25,
,,8.75,,N1:7.80,33004901,6,8,7,8.50
,,7,,N1:7.40,33004902,5.50,7.80,6.50,7.50
,,7.25,,N1:4.20,33004903,4.50,8.40,8,7
7.75,8,,6.25,N1:7.40,33004904,,8.80,8.25,
,,7.50,,N1:6.60,33004905,4.75,8.60,7.75,7
,,4.50,,N1:7.60,33004906,5.50,8.80,6,7.50
8,8.50,,8,N1:7.60,33004907,,9.20,8,
6.75,8.50,,3.75,N1:7.20,33004908,,9.20,8.50,
,,8,,N1:5.60,33004909,3.50,8.80,5.42,7.75
,,7.50,,N1:4.80,33004910,7,8.40,7,8.50
,,5.50,,N1:5.80,33004911,4.25,8.40,9,7.25
6.25,8.50,,5,N1:6.80,33004912,,7,9,
,,9,,N1:4.60,33004913,6.25,9.40,7.50,9.50
,,5.25,,N1:6.20,33004914,5,9.60,6.50,8.50
,,7,,N1:7.60,33004915,5.25,9,9.25,7
,,8.75,,N1:3.20,33004916,3,8.80,6.75,8
,,7.50,,N1:7,33004917,7.25,8,6.50,8.50
,,8,,N1:5.20,33004918,4,9,6,5.50
8.75,9,,8.75,N3:7.80,33004919,,8.60,7.75,
,,8.75,,N1:7,33004920,5.50,9.20,5.50,8.75
,,2.50,,N1:7,33004921,3.75,8.60,6.75,6.50
,,9,,N1:4,33004922,4.25,9.80,4,8.75
,,8.50,,N1:7,33004923,6,9.20,6,9
,,8.25,,N1:4.20,33004924,9.50,9,5.50,4.25
,,6.25,,N1:8.20,33004925,6,8.20,7.50,8.75
,,5.25,,N1:8.60,33004926,5.25,8,7.75,7.25
,,7,,N1:3.60,33004927,5,8,5,6
,,7.75,,,33004928,7.50,8.60,,
,,8,,N1:6,33004929,6.25,8.20,5.25,8.75
,,9.25,,N1:2.80,33004930,7.50,9.20,4.25,5.50
,,3.25,,N1:5.80,33004931,6,9.20,6.50,7.75
,,5,,N1:9,33004932,3.50,8.40,5.25,8.25
7.75,9.50,,6.50,N1:8.40,33004933,,8.40,8.50,
7,7.50,,4,N6:7.40,33004934,,8.40,5.75,
,,7.50,,N1:7.80,33004935,6.75,8.80,9,5.25
7,8,,5.25,N1:8,33004936,,8.20,9.50,
,,7.75,,N1:5.40,33004937,4.25,7.60,5.25,7.50
7.25,8.25,,4.25,N1:6.40,33004938,,8.20,8.50,
,,6.50,,N1:1.80,33004939,3.50,7.60,6.75,8.50
8.50,8.50,,4,N6:9.20,33004940,,6.60,6.25,
7.75,8.75,,5.25,N1:6.80,33004941,,7.80,8.50,
6.75,9,,3.50,N1:6.40,33004942,,7.80,8.75,
,,8.25,,N1:5.20,33004943,5.50,8,8,7
6.75,8.50,,3.25,N1:6.60,33004944,,7.20,8.50,
,,8,,N1:8.80,33004945,6,8.40,8.75,7.75
,,5.50,,N1:7.20,33004946,4,9,7.50,8
8.75,7.50,,6,N1:6.80,33004947,,8.60,8.75,
6,7.50,,4.75,N1:7,33004948,,7.80,9.50,
6,8.50,,6,N1:6.60,33004949,,6.80,8.75,
,,4,,N1:8.40,33004950,4.75,9,4.25,7.50
,,6.75,,N1:8.40,33004951,7,8.80,4,7.50
7.25,7.50,,3.75,N1:6,33004952,,5.80,7.75,
,,5.50,,N1:7.60,33004953,4.75,8.40,6.50,7.75
,,8,,N1:2.60,33004954,5.25,9.40,4.25,8
,,3.75,,N1:7.20,33004955,4.75,8.80,6.50,7.25
,,5.75,,N1:6.40,33004956,4.75,8.20,5.50,8.50
,,9.50,,N1:5.60,33004957,6,9.60,5.75,8.50
,,8,,N1:4.80,33004958,9.50,9,6.75,6.50
,,8.25,,N1:5.60,33004959,4.25,9.20,7.75,8.25
,,8.25,,N1:7.60,33004960,3.75,8.60,7.50,7.25
,,9,,N1:5.20,33004961,4,9.40,5.75,8.50
6.25,8.50,,5,N1:4.20,33004962,,7.60,8.25,
,,9,,N1:5.20,33004963,5.75,8.60,6.50,8.50
7.50,8.75,,7.50,N1:7.60,33004964,,8.40,9,
,,7.25,,N1:7,33004965,5.25,9.20,7.75,7.75
8,8.75,,4.25,N1:7.20,33004966,,8.60,8.50,
,,8.25,,N1:3.20,33004967,5.75,8,5.50,6.75
6.25,7.75,,3.75,N1:5.40,33004968,,8.80,9.25,
,,7.25,,N1:7,33004969,6.50,9,8,8.25
7.50,7.75,,5.50,N1:7.20,33004970,,8.20,9,
7,8,,3.50,N1:6,33004971,,7.20,8,
7.50,9,,6,N1:6.60,33004972,,8.60,9.25,
6,7.50,,6,N6:4,33004973,,7,8,
8,8.50,,4.75,N1:7.80,33004974,,7.40,7.75,
7,8.25,,5.75,N6:4.40,33004975,,8.20,6.75,
,,5.75,,N1:6.80,33004976,5,8.60,7,7.50
6.75,8.25,,4,N1:6.80,33004977,,8.60,7.50,
7.25,7.25,,3,N6:8.40,33004978,,8.60,8.25,
,,3.75,,,33004979,,4.40,,2.25
,,4.75,,N1:7.60,33004980,4.50,7.40,7,6.75
,,9.25,,N1:6.80,33004981,9,9.40,7,6.50
,,7.50,,N1:3,33004982,3,8.40,6,8
,,8.50,,N1:6.60,33004983,8.50,8.80,7,5.50
,,9,,N1:4.80,33004984,8,9,7.25,5.50
8,8.75,,6.25,N1:6.20,33004985,,7,7.25,
,,8.25,,N1:5,33004986,4.50,8.60,6.75,6.50
,,8,,N1:4.60,33004987,4.50,8.40,6.75,8
,,4,,N1:6.60,33004988,5,8.80,6.50,7.75
,,5,,N1:5,33004989,3,8.80,7.75,6.50
,,7.75,,N1:4,33004990,5.25,9.60,5.25,8.75
,,5,,N1:6.80,33004991,5,8.80,7.25,7.75
6,8.50,,4,N1:7.80,33004992,,9.20,9.25,
,,,6,,33004993,,3.20,3.75,
,,,,N1:2.80,33004994,,4,,4.50
,,,8.25,,33004995,,7.80,8.50,
,,,7.50,,33004996,,3.60,6.25,
,,,,N1:2.60,33004997,,3,,2.50
,,5,,N1:6,33004998,5.75,8.40,6,7.50
,,5.25,,N1:8.40,33004999,3.50,8.40,7.25,7.50
7.50,8.50,,6.75,N1:4.80,33005000,,8,8,
,,,,N1:5,33005001,,4.40,4.50,
,,7.75,,N1:3.60,33005002,4,9.60,4.25,8
7.75,7.50,,6,N1:8.60,33005003,,8.40,8.50,
,,9.25,,N1:6.80,33005004,8.25,9,6.25,5.50
,,7,,N1:8.20,33005005,6.25,9.60,5.75,8
7.75,7.50,,5,N1:5,33005006,,7.40,6.50,
,,8,,,33005007,6.25,9,5.75,9
,,6.50,,N1:6,33005008,6.25,7.60,7.50,7
,,,,N1:3.20,33005009,,2.60,,2.50
6.25,8.75,,3.25,N1:6.80,33005010,,7.60,8.75,
,,,,N1:6,33005011,,7.20,,7.50
,,7.50,,,33005012,,8.40,,7.75
,,,5.50,,33005013,,6.60,5.50,
,,8.50,,N1:7.40,33005014,5.75,8.20,5,7
7.75,9,,8,N6:6.20,33005015,,6.60,7.50,
,,,,N1:7.20,33005016,,6.20,7.50,
,,6.50,,N1:2.60,33005017,4.50,7.60,6,8.75
,,,4.75,,33005018,,4,6.75,
7.50,8.50,,5.25,N1:6.20,33005019,,7,7.25,
,,7.75,,N1:4.60,33005020,6,7.60,5.25,6
,,7.25,,N1:5.40,33005021,3,8.20,4.50,6.50
,,8.75,,N1:6.80,33005022,5.75,9.20,7.50,8.25
,,,3.75,,33005023,,4.40,6.25,
,,7.75,,N1:5.20,33005024,7.25,7.80,7.25,4.50
,,7.50,,N1:5.60,33005025,2.50,8.60,5.50,3
,,5,,N1:5,33005026,4.75,9,6.25,9
,,8.50,,N1:5,33005027,5.25,8.80,7.75,8.50
,,8.50,,N1:4.80,33005028,4.50,8.60,6.75,7
,,2.75,,,33005029,,2,,2.75
,,,9.75,,33005030,,9.40,8.75,
,,8,,N1:6.80,33005031,7,9.60,7.75,7.25
,,6.75,,N1:6.40,33005032,5.75,8.20,7,7.50
7,7.75,,5.50,N6:6.60,33005033,,8.40,8.25,
,,,3.25,,33005034,,3.40,3.25,
,,9.50,,N1:7,33005035,6.75,9.20,7.50,8.75
8.25,,,7,,33005036,,,7.25,
,,,,N1:8.60,33005037,,8,,8.50
,,4,,N1:7.60,33005038,4.50,7.20,4.50,6.50
7.50,8.25,,7.25,N1:6,33005039,,7.60,8,
,,6.75,,,33005040,,8.80,,8
8,8.75,,5.50,N1:6.20,33005041,,8.80,7.50,
7.50,9,,4.50,N1:5.60,33005042,,8.60,8,
,,8,,N1:5,33005043,7.25,7.80,5.25,8.25
,,6,,,33005044,,7.40,,4.75
,,,6,,33005045,,7,5.50,
,,8.75,,N1:4.40,33005046,8.75,7.80,6.75,3.75
,,8.25,,N1:4.80,33005047,7.25,8.40,7.25,6.25
,,8.25,,N1:4.80,33005048,9,9,7.25,6.50
6.50,8.50,,5.50,N1:7.60,33005049,,8.80,9.25,
,,7.75,,N1:5,33005050,7.50,8,8.25,4.50
,,7.75,,N1:5.60,33005051,5.75,9.20,7.50,9
,,7.25,,N1:6.40,33005052,5.75,8.80,6,8
,,9,,N1:7.80,33005053,8.25,8.20,7,6
6.25,8.75,,4.50,N1:8.20,33005054,,8.60,8.75,
,,6.50,,N1:8,33005055,6.25,8.60,6.25,8.50
7,8.75,,4,N1:6.20,33005056,,6.80,7.75,
,,7.25,,N1:7.20,33005057,5.75,8.60,7.50,7.25
7,9,,6.25,N1:7.20,33005058,,9.40,8.25,
6.50,8.50,,5,N1:9.20,33005059,,9,9.25,
,,5.50,,N1:7.40,33005060,6.25,9,8,8.25
,,8.75,,N1:5,33005061,8.75,8.20,7,4.75
6.50,9,,6.50,N6:8.80,33005062,,7.80,8.50,
,,1.75,,,33005063,,2.20,,1.50
8.75,7.75,,7,N6:5.60,33005064,,6.60,7.50,
6.50,8.50,,6,N1:6.80,33005065,,6.40,8,
7.75,8.50,,5.50,N1:5.60,33005066,,7.20,8.75,
,,8.75,,N1:4.40,33005067,7.50,8.60,7.75,7.25
7.25,8.50,,6.50,N1:7.40,33005068,,8,8.25,
7.75,8.50,,5,N1:6.60,33005069,,9.40,8.25,
,,,6.25,,33005070,,7.40,6.75,
,,,4.75,,33005071,,1.40,5.50,
,,,8,,33005072,,8,8,
,,3.25,,N1:7.20,33005073,3.25,8.20,8,7.75
,,9,,N1:5.60,33005074,5.25,9,7,6.75
,,8.75,,N1:7.80,33005075,5.50,9.20,7,8.75
,,2.50,,N1:7.60,33005076,4.50,8.80,6.50,7.75
,,4.75,,,33005077,,7.20,,6.75
,,,2.50,,33005078,,2.60,6,
,,2,,N1:6,33005079,2.50,9,6.25,7.50
,,,4.50,,33005080,,4,5.25,
,,,9,,33005081,,4.40,6,
,,,6,,33005082,,3.80,4.50,
,,,5.25,,33005083,,2.60,7.75,
8.50,8.25,,7,N1:7.40,33005084,,8,9,
6.50,8.50,,3.75,N1:7.60,33005085,,8.80,7.75,
7,9.25,,6,N1:8.20,33005086,,9,8.75,
,,9.50,,N1:7.40,33005087,4.75,9.60,6.75,8
7,8.25,,3.50,N1:7.60,33005088,,8.80,8,
8,9.25,,4.75,N1:7,33005089,,8,8.75,
,,8.50,,N1:8,33005090,6.50,9.20,7.50,8
7.50,9,,7.75,N1:6.60,33005091,,8,8,
,,7.75,,N3:4.80,33005092,7,8.80,6.50,3.75
7,8,,3.75,N1:4.40,33005093,,7.80,7.50,
6.75,7.75,,2.75,N1:7.40,33005094,,8.60,7.75,
,,6.25,,N1:4.80,33005095,4.25,8.80,7.75,5.75
6.25,8.75,,5,N1:8.40,33005096,,8.20,7.75,
6.25,7.50,,4.75,N1:6,33005097,,7.20,7.75,
,,8.75,,N1:5.80,33005098,8.75,9,7.75,3.50
,,7.50,,N1:5,33005099,5.50,8.40,3.25,7.75
,,8.75,,N1:6,33005100,8.75,9,8.25,6
,,6.25,,N1:7,33005101,4.25,9,7.50,7.75
,,6.25,,N1:5,33005102,6,7.80,6.50,5.75
6,6.75,,3.50,N1:4,33005103,,5.40,6.75,
,,5.50,,N1:6,33005104,4.25,8.20,7.75,8.25
8.25,8,,6,N6:3.60,33005105,,7.80,7,
,,8.75,,N1:4.20,33005106,9,9,5.75,5.75
,,2.75,,N1:7.80,33005107,4,9,5.25,7.50
,,8.75,,N1:6.60,33005108,9,9,6.75,5.75
,,7.50,,N1:7.60,33005109,3.50,7.80,5.50,6.25
,,2.75,,,33005110,,2.20,,2.25
,,8.75,,N1:6.80,33005111,6.50,8.60,7,8.50
,,5.50,,N1:8.40,33005112,5.75,8.20,8,7.25
,,8.50,,N1:4.40,33005113,5.25,9.60,5.75,8.25
5,7,,3.50,N6:6.40,33005114,,8.40,8.25,
,,4.75,,N1:7.20,33005115,5,8.40,8.25,6.50
,,7.75,,N1:5,33005116,7,7.20,6.50,4.25
9.25,9,,6,N1:8.60,33005117,,8.40,9,
,,8.75,,N1:5.40,33005118,7.25,8.60,7,8.25
8,8.75,,7.75,N1:3.40,33005119,,8.80,7.50,
5.75,7.50,,4.25,N6:9.40,33005120,,9.20,8.50,
8,8.50,,6.50,N1:8,33005121,,9.40,8.75,
,,,3.50,,33005122,,2,6,
,,,4.25,,33005123,,3,6.25,
,,,5.25,,33005124,,2.60,3,
,,5.75,,N1:8.40,33005125,5.50,8.40,5.75,9.25
6.50,8,,2.25,N1:5,33005126,,8.20,5,
,,8,,N1:4.40,33005127,5.75,9.20,6.75,7.50
,,8.25,,N1:5.40,33005128,4.75,9,7.25,8.25
,,8.75,,N1:4.40,33005129,4.25,8.20,7,8
,,2.75,,,33005130,,2.80,,3
,,6.75,,N1:8,33005131,2.50,8.80,7.25,8
,,3.75,,N1:7,33005132,3.50,9.40,6.25,6
,,7.75,,,33005133,,9,,8.25
7.25,9.25,,6.50,N1:6.80,33005134,,7.80,8.25,
,,6.50,,N1:5.40,33005135,3.50,8.20,8,2.75
,,,6.50,,33005136,,4,7,
8,8.25,,5,N1:7.80,33005137,,8.80,9,
,,4,,N1:6.60,33005138,4,7.80,6.75,8.25
7.50,7.50,,6,N1:4,33005139,,4.60,6.75,
,,,4.75,,33005140,,4.40,6,
,,,2.50,,33005141,,4.40,7.50,
,,8.75,,N1:5.20,33005142,5,9,5.50,7.50
7.50,9,,6.50,N6:9.80,33005143,,8,8.75,
5,8.25,,6.50,N1:7.40,33005144,,8.40,7.25,
,,8.75,,N1:6.20,33005145,6.50,8.60,6.50,7.75
7,8.50,,6,N1:7.20,33005146,,8.40,7.75,
,,7.25,,N1:2.20,33005147,5.75,8.60,4,7.50
,,8.75,,N1:7.20,33005148,7.50,9,7,8.50
,,7.25,,N1:8.40,33005149,5.25,9.20,7.25,6.75
,,,6.75,,33005150,,8.20,7.25,
5.50,8.50,,5.25,N1:5.60,33005151,,8.40,7.75,
,,4.75,,N1:4.40,33005152,4.75,8.80,6.42,7.75
,,7.25,,N1:8,33005153,5,8.60,7.75,7.50
7.75,8.75,,3.75,N1:6.60,33005154,,8.20,9.25,
7.25,9.50,,5.50,N1:7.60,33005155,,8,8.50,
,,7.25,,N1:5.20,33005156,6.75,8.80,8.25,7.75
,,3,,,33005157,4.50,5.20,,
,,8.75,,N1:7.40,33005158,5,8.80,8,7.75
,,5.75,,N1:5.60,33005159,5.50,9,8.50,6
,,8.75,,N1:6.40,33005160,8,8.80,8.50,6.75
6.75,7.50,,3,N1:5.60,33005161,,7.20,9.50,
,,9,,N1:4.80,33005162,4.75,8.60,7,7
,,8.75,,N1:6.60,33005163,8.50,9,7.75,2.50
,,7.25,,N1:6.20,33005164,4.25,8.20,7.25,7.50
,,8.50,,N1:3.40,33005165,8,8.40,6.50,3.75
,,8,,N1:3.80,33005166,3.50,8.20,5.75,8
,,,8,,33005167,,7.60,7.25,
8.75,9.25,,7,N1:8,33005168,,8.20,8,
,,7.75,,N1:8,33005169,5.75,8,7,7.75
,,2.75,,,33005170,,3.20,,2.75
,,,,N1:7,33005171,,8.60,8.50,
,,8.50,,N1:7.40,33005172,6.25,8.40,7.50,8.25
,,8.25,,N1:4.20,33005173,6.75,9.40,7,7.50
,,4.75,,N1:7,33005174,3.75,8,8,6.50
,,8.50,,N1:4.40,33005175,5.25,8.60,6.25,9.50
,,,7.75,,33005176,,7.80,9,
,,,7,,33005177,,7.40,7,
7.50,8.50,,6.75,N1:5.40,33005178,,8.80,9.25,
,,8.50,,N1:4.40,33005179,7.50,9,7.25,8.50
7.50,8.25,,5.25,N1:4.60,33005180,,6.80,8.50,
,,4.75,,N1:4.40,33005181,2.75,8.20,8.75,6.75
6,8.25,,4.25,N1:6.60,33005182,,8.80,9,
,,8.25,,N1:8.20,33005183,6.50,9,8.75,7.75
,,7.25,,N1:6.40,33005184,4.50,7.80,6,7.25
,,,3.75,,33005185,,3.20,4.25,
,,5.75,,N1:8.20,33005186,5,9,6.50,8
7,8,,4.75,N3:8,33005187,,7.80,7.25,
,,6.50,,N1:8,33005188,4.50,7.60,7,7.50
5.50,9,,3.75,N1:6,33005189,,9,8.50,
,,,7,,33005190,,8.60,8,
,,8.75,,N1:6.60,33005191,6.75,9.40,7.50,8.25
,,6.50,,N1:6,33005192,4.50,8,8.50,7
7,7.50,,5.25,N1:3.80,33005193,,7,6.25,
7,,,6.75,N1:2.80,33005194,,6.80,8.25,
7.25,7.50,,3.25,N1:4.40,33005195,,5.60,4.50,
,,4.25,,N1:3.60,33005196,4,6.40,4.25,4.75
,,3.75,,N1:4.20,33005197,2.75,6.40,6,4.25
7.50,8.25,,3.75,N1:3.20,33005198,,3.20,6,
6,6.50,,5,N1:3.20,33005199,,6.60,7.75,
,,5.25,,N1:2,33005200,3.50,6,5.75,3.25
6.50,8.25,,4,N1:5,33005201,,6.80,7,
5.75,7.50,,2.50,N1:2.60,33005202,,4.80,7.50,
6.50,8.75,,4.50,N1:6.60,33005203,,8,8.75,
6.50,8.25,,5.25,N1:2.20,33005204,,4.40,7.50,
5,6.75,,5.25,N1:4.20,33005205,,5.20,7,
,,8,,,33005206,8.25,9.20,,
5,7.50,,2.75,N1:3.40,33005207,,5.20,4.50,
8,7.75,,5.50,N1:5.60,33005208,,7,8.25,
5.25,7.50,,4.50,N1:2.80,33005209,,7.20,6.75,
7.50,,,,N6:6.20,33005210,,7.20,7.25,
4.25,6.50,,3.75,N1:1.80,33005211,,6.60,4.25,
,,8.25,,N1:5.80,33005212,5.75,8.20,7.17,7.25
6.25,6,,2.75,N1:3.60,33005213,,6.60,6.75,
5.75,7.25,,6.50,N1:4.40,33005214,,7.20,7.75,
,,,,N1:6,33005215,,8,,7.25
,,5.50,,N1:3.80,33005216,5.25,7.60,5,5
4.50,5.50,,2.50,N1:3.80,33005217,,6.40,7.75,
