authors,cover_type,currency,link_book,link_img,price,title
,,,https://tiki.vn/mo-hinh-co-che-van-hanh-ke-toan-quan-tri-p531118.html?src=category-page-8322.316.2321.6991&2hi=0,,,
PGS.TS.Trần Thị Cúc,Bìa mềm,VND,https://tiki.vn/giao-trinh-khi-dong-luc-hoc-p21472770.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/5c/5a/c1/ba7e8078403b98a943acf13152a35662.jpg,56950.0,Giáo Trình Khí Động Lực Học
Dương Hữu Hạnh,Bìa mềm,VND,https://tiki.vn/kinh-doanh-quoc-te-thach-thuc-cua-canh-tranh-toan-cau-p402472.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/media/catalog/product/k/i/kinh-daonh-quoc-te.jpg,153300.0,Kinh Doanh Quốc Tế - Thách Thức Của Cạnh Tranh Toàn Cầu
Bìa cứng,,VND,https://tiki.vn/dai-so-tuyen-tinh-bia-cung-p45806146.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/03/98/fd/331e30af8a39f2b2b467acda26a948dc.jpg,125990.0,Đại Số Tuyến Tính (Bìa Cứng)
GS. TS Lê Văn Tư,Bìa mềm,VND,https://tiki.vn/nghiep-vu-ngan-hang-quoc-te-p402497.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/media/catalog/product/n/g/nghiep-vu-ngan-hang-quoc-te.jpg,103700.0,Nghiệp Vụ Ngân Hàng Quốc Tế
,,,https://tiki.vn/giao-trinh-vi-dieu-khien-pic-ly-thuyet-va-thuc-hanh-p2284687.html?src=category-page-8322.316.2321.6991&2hi=0,,,
Nhiều Tác Giả,Bìa mềm,VND,https://tiki.vn/giao-trinh-ke-toan-hanh-chinh-su-nghiep-p402961.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/media/catalog/product/k/e/ke-toan-hanh-chinh-su-nghiep.jpg,85000.0,Giáo Trình Kế Toán Hành Chính Sự Nghiệp
TS. Trần Thế Sao,Bìa mềm,VND,https://tiki.vn/mo-hinh-tai-chinh-co-ban-p402909.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/media/catalog/product/m/o/mo-hinh-tai-chinh-co-ban.jpg,37400.0,Mô Hình Tài Chính Cơ Bản
,,,https://tiki.vn/mi-thuat-1-sach-giao-vien-p58442437.html?src=category-page-8322.316.2321.6991&2hi=0,,,
ThS. Lê Hoài Nam,Bìa mềm,VND,https://tiki.vn/giao-trinh-phan-tich-hoat-dong-kinh-te-doanh-nghiep-xay-dung-p21821965.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/62/c9/83/a10e4d479fcfa8088071e8998e097cd4.jpg,125800.0,Giáo Trình Phân Tích Hoạt Động Kinh Tế Doanh Nghiệp Xây Dựng
TS.Nguyễn Anh Tuấn,Bìa mềm,VND,https://tiki.vn/giao-trinh-am-hoc-kien-truc-p21471697.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/09/ab/ce/5e65f3288a9bf25ef7d42a65a81e716e.jpg,158400.0,Giáo Trình Âm Học Kiến Trúc
TS. Đinh Bá Hùng Anh,Bìa mềm,VND,https://tiki.vn/quan-tri-chuoi-cung-ung-p4541281.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/2f/f9/05/da73918f9270854f4c912950d73232f0.jpg,219000.0,Quản Trị Chuỗi Cung Ứng
Bìa mềm,,VND,https://tiki.vn/giao-trinh-mo-hinh-cong-tac-xa-hoi-ca-nhan-p47871687.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/8d/d4/de/1d026eb69edf52a10f934acc0174ef90.jpg,73000.0,Giáo trình mô hình công tác xã hội cá nhân
